"gid","fls_id","played_with"
"manchester-england-51299","FLS0920","Spy vs. Spy"
"nottingham-england-51399","FLS0921","6X7"
"nottingham-england-51399","FLS0921","The Boom"
"brighton-england-51499","FLS0922","Beachie Heads"
"brighton-england-51499","FLS0922","Eater"
"london-england-51599","FLS0923","Marine Research"
"london-england-51599","FLS0923","Shellac"
"washington-dc-usa-82699","FLS0924","Flin Flon"
"amsterdam-netherlands-91699","FLS0925","Lowlife"
"berlin-germany-92099","FLS0927","Real"
"wroclaw-poland-92199","FLS0928","Starzy Singers"
"leipzig-germany-92299","FLS0929","Bollo"
"leipzig-germany-92299","FLS0929","Something Like Elvis"
"prague-czech-republic-92399","FLS0930","Landmine Spring"
"prague-czech-republic-92399","FLS0930","Something Like Elvis"
"nuremberg-germany-92499","FLS0931","Bambi Division"
"nuremberg-germany-92499","FLS0931","Something Like Elvis"
"munich-germany-92599","FLS0932","Something Like Elvis"
"ljubljana-slovenia-92899","FLS0934","Štirje Pravi Dedci"
"zurich-switzerland-100599","FLS0941","Blue Water Boy"
"barcelona-spain-100899","FLS0944","No More Lies"
"bergara-spainbasque-101099","FLS0945","Half Foot Outside"
"bergara-spainbasque-101099","FLS0945","Lisabö"
"bordeaux-france-101199","FLS0946","Virago"
"poitiers-france-101299","FLS0947","Gum"
"brussels-belgium-101599","FLS0950","Black Heart Procession"
"brussels-belgium-101599","FLS0950","Vandal X"
"providence-ri-usa-120299","FLS0953","The Ex"
"new-york-city-ny-usa-120399","FLS0954","The Ex"
"philadelphia-pa-usa-120499","FLS0955","Lungfish"
"philadelphia-pa-usa-120499","FLS0955","The Ex"
"washington-dc-usa-120599","FLS0956","The Ex"
"charlottesville-va-usa-120899","FLS0957","The Ex"
"atlanta-ga-usa-121799","FLS0958","Allscars"
"atlanta-ga-usa-121799","FLS0958","Faraquet"
"athens-ga-usa-121899","FLS0959","Allscars"
"athens-ga-usa-121899","FLS0959","Faraquet"
"knoxville-tn-usa-121999","FLS0960","Faraquet"
"nashville-tn-usa-122099","FLS0961","Faraquet"
"raleigh-nc-usa-11200","FLS0962","Faraquet"
"charlotte-nc-usa-11300","FLS0963","Faraquet"
"savannah-ga-usa-11400","FLS0964","Faraquet"
"savannah-ga-usa-11400","FLS0964","The Flam"
"gainesville-fl-usa-11500","FLS0965","Faraquet"
"gainesville-fl-usa-11500","FLS0965","True North"
"orlando-fl-usa-11600","FLS0966","Faraquet"
"fort-lauderdale-fl-usa-11800","FLS0967","Faraquet"
"tampa-fl-usa-11900","FLS0968","Faraquet"
"tallahassee-fl-usa-12000","FLS0969","Faraquet"
"tallahassee-fl-usa-12000","FLS0969","Flanders"
"san-francisco-ca-usa-60400","FLS0970","Bonfire Madigan"
"san-francisco-ca-usa-60400","FLS0970","DJ Disk"
"san-francisco-ca-usa-60400","FLS0970","Sleater Kinney"
"san-francisco-ca-usa-60400","FLS0970","Vic Chesnutt"
"washington-dc-usa-80700","FLS0972","Vertabrates"
"umea-sweden-93000","FLS0973","The International Noise Conspiracy"
"stockholm-sweden-100100","FLS0974","Randy"
"stockholm-sweden-100100","FLS0974","Trap Door Fucking Exit"
"oslo-norway-100200","FLS0975","Billion Dollar Mission"
"trondheim-norway-100300","FLS0976","Opera Performance"
"jonkoping-sweden-100600","FLS0978","Dialog Cet"
"copenhagen-denmark-100700","FLS0979","Barrahead"
"lund-sweden-100800","FLS0980","Last Days of April"
"helsinki-finland-101000","FLS0981","Candy Cane"
"denver-co-usa-40501","FLS0982","Family of Discordia"
"denver-co-usa-40601","FLS0983","Sin Desires Marie"
"denver-co-usa-40601","FLS0983","Still left Standing"
"colorado-springs-co-usa-40701","FLS0984","Go Go Go Airheart"
"albuquerque-nm-usa-40801","FLS0985","Eyeliners"
"albuquerque-nm-usa-40801","FLS0985","Gogogo Airheart"
"el-paso-tx-usa-40901","FLS0986","Defacto"
"tucson-az-usa-41001","FLS0987","Los Sinfronteras"
"phoenix-az-usa-41201","FLS0988","Black Heart Procession"
"tuba-city-az-usa-41301","FLS0989","Blackfire"
"salt-lake-city-ut-usa-41401","FLS0990","Ether"
"laramie-wy-usa-41601","FLS0991","Heshplus"
"lincoln-ne-usa-41701","FLS0992","Her Fly Away Manner"
"kansas-city-mo-usa-41801","FLS0993","Big Iron"
"columbia-mo-usa-41901","FLS0994","Star Death"
"indianapolis-in-usa-42001","FLS0995","Monster Zero Orchestra"
"pittsburgh-pa-usa-42101","FLS0996","Dead Meadow"
"washington-dc-usa-42501","FLS0997","Dead Meadow"
"washington-dc-usa-42701","FLS0998","Long Goodbye"
"washington-dc-usa-42701","FLS0998","Orthrelm"
"severna-park-md-usa-62101","FLS0999","Stagger Stagger Crawl"
"chicago-il-usa-62301","FLS1000","Shellac"
"chicago-il-usa-62301","FLS1000","The Ex"
"chicago-il-usa-62401","FLS1001","Shellac"
"chicago-il-usa-62401","FLS1001","The Ex"
"green-bay-wi-usa-62601","FLS1002","The Eternals"
"minneapolis-mn-usa-62701","FLS1003","Selby Tigers"
"fargo-nd-usa-62801","FLS1004","Refined"
"winnipeg-mb-canada-62901","FLS1005","Sixty Stories"
"winnipeg-mb-canada-62901","FLS1005","Witness Protection Program"
"regina-sk-canada-63001","FLS1006","Bullmarket"
"saskatoon-sk-canada-70101","FLS1007","Some M.C."
"edmonton-ab-canada-70201","FLS1008","Parkade"
"calgary-ab-canada-70301","FLS1009","Honey Rockets"
"kelowna-bc-canada-70501","FLS1010","The Metic"
"victoria-bc-canada-70601","FLS1011","Pretty Girls Make Graves"
"burnaby-bc-canada-70701","FLS1012","Def Poets Society"
"burnaby-bc-canada-70701","FLS1012","Submission Hold"
"washington-dc-usa-81301","FLS1013","Pupils"
"richmond-va-usa-32202","FLS1014","Rah Bras"
"raleigh-nc-usa-32302","FLS1015","Bats and Mice"
"raleigh-nc-usa-32302","FLS1015","Dead Meadow"
"asheville-nc-usa-32402","FLS1016","Francis"
"birmingham-al-usa-32502","FLS1017","Plate Six"
"new-orleans-la-usa-32702","FLS1018","Amerigo"
"houston-tx-usa-32802","FLS1019","Engine Down"
"houston-tx-usa-32802","FLS1019","Explosions In The Sky"
"san-antonio-tx-usa-32902","FLS1020","Kowalski"
"san-antonio-tx-usa-32902","FLS1020","White Heat"
"austin-tx-usa-33002","FLS1021","The White Papers"
"austin-tx-usa-33102","FLS1022","The Snobs"
"austin-tx-usa-33102","FLS1022","Total Noise Group"
"fort-worth-tx-usa-40102","FLS1023","Sub Oslo"
"little-rock-ar-usa-40202","FLS1024","Pomo-Christie"
"louisville-ky-usa-40402","FLS1025","Rachels"
"louisville-ky-usa-40402","FLS1025","Shipping News"
"huntington-wv-usa-40502","FLS1026","Ruby Slippers"
"harrisonburg-va-usa-40602","FLS1027","Engine Down"
"holyoke-ma-usa-51802","FLS1028","Tizzy"
"boston-ma-usa-51902","FLS1029","Eulcid"
"boston-ma-usa-42002","FLS1030","Poster Children"
"washington-dc-usa-70102","FLS1031","Quixotic"
"brighton-england-102002","FLS1032","Cat on Form"
"exeter-england-102102","FLS1033","Once Over Twice"
"birmingham-england-102202","FLS1034","Go Go Go Airheart"
"birmingham-england-102202","FLS1034","Retisonic"
"nottingham-england-102302","FLS1035","Twinkie"
"nottingham-england-102302","FLS1035","Wolves (of Greece)"
"dublin-ireland-102502","FLS1036","Connect 4 Orchestra"
"limerick-ireland-102602","FLS1037","Calzino Fiasco"
"derry-northern-ireland-102702","FLS1038","Tracer AMC"
"glasgow-scotland-102902","FLS1039","Eska"
"glasgow-scotland-102902","FLS1039","Senator"
"manchester-england-103002","FLS1040","Gertrude"
"leeds-england-103102","FLS1041","The Unit Ama"
"bristol-england-110102","FLS1042","Dead Inside"
"london-england-110202","FLS1043","Quickspace"
"london-england-110302","FLS1044","Erase Errata"
"london-england-110302","FLS1044","Q and Not U"
"london-england-110402","FLS1045","Buff Medways"
"london-england-110402","FLS1045","Winnebago Deal"
"east-lansing-mi-12088","FLS1048","Lowly Cows"
"los-angeles-ca-usa-palace-3899","FLS1049","Bluebird"
"los-angeles-ca-usa-palace-3899","FLS1049","Paper Lantern"
"carlisle-pa-usa-21388","FLS1050","Kingface"
"carlisle-pa-usa-21388","FLS1050","Scram"
"carlisle-pa-usa-21388","FLS1050","Slush Puppies"
"washington-dc-081596","FLS1051","Branch Manager"
"sydney-australia-111796","FLS1052","Midget"
"wollongong-australia-111896","FLS1054","Shifter"
"wollongong-australia-111896","FLS1054","Tripe"
"washington-dc-usa-083192","FLS1055","Slant 6"
